CODSETOR;NOM_MU;NOM_DI
354680105000078;SANTA ISABEL;SANTA ISABEL
354680105000079;SANTA ISABEL;SANTA ISABEL
352620910000011;JUQUITIBA;BARNABES
355030821000111;SAO PAULO;CASA VERDE
355030867000166;SAO PAULO;RIO PEQUENO
355030867000063;SAO PAULO;RIO PEQUENO
355030867000009;SAO PAULO;RIO PEQUENO
355030867000169;SAO PAULO;RIO PEQUENO
355030867000164;SAO PAULO;RIO PEQUENO
355030867000162;SAO PAULO;RIO PEQUENO
355030867000061;SAO PAULO;RIO PEQUENO
355030867000062;SAO PAULO;RIO PEQUENO
355030867000130;SAO PAULO;RIO PEQUENO
355030867000131;SAO PAULO;RIO PEQUENO
355030821000095;SAO PAULO;CASA VERDE
355030865000168;SAO PAULO;RAPOSO TAVARES
355030867000089;SAO PAULO;RIO PEQUENO
355030867000230;SAO PAULO;RIO PEQUENO
355030867000232;SAO PAULO;RIO PEQUENO
355030867000202;SAO PAULO;RIO PEQUENO
355030867000233;SAO PAULO;RIO PEQUENO
355030867000234;SAO PAULO;RIO PEQUENO
355030867000091;SAO PAULO;RIO PEQUENO
355030867000094;SAO PAULO;RIO PEQUENO
355030867000206;SAO PAULO;RIO PEQUENO
355030850000057;SAO PAULO;LIMAO
355030867000161;SAO PAULO;RIO PEQUENO
355030867000060;SAO PAULO;RIO PEQUENO
355030867000201;SAO PAULO;RIO PEQUENO
355030867000203;SAO PAULO;RIO PEQUENO
355030867000030;SAO PAULO;RIO PEQUENO
355030867000163;SAO PAULO;RIO PEQUENO
355030867000008;SAO PAULO;RIO PEQUENO
355030867000007;SAO PAULO;RIO PEQUENO
355030867000010;SAO PAULO;RIO PEQUENO
355030867000002;SAO PAULO;RIO PEQUENO
355030821000076;SAO PAULO;CASA VERDE
355030867000121;SAO PAULO;RIO PEQUENO
355030867000120;SAO PAULO;RIO PEQUENO
355030867000134;SAO PAULO;RIO PEQUENO
355030867000003;SAO PAULO;RIO PEQUENO
355030865000167;SAO PAULO;RAPOSO TAVARES
355030867000196;SAO PAULO;RIO PEQUENO
355030867000088;SAO PAULO;RIO PEQUENO
355030867000231;SAO PAULO;RIO PEQUENO
355030867000271;SAO PAULO;RIO PEQUENO
355030867000194;SAO PAULO;RIO PEQUENO
355030821000077;SAO PAULO;CASA VERDE
355030867000059;SAO PAULO;RIO PEQUENO
355030867000235;SAO PAULO;RIO PEQUENO
355030867000092;SAO PAULO;RIO PEQUENO
355030867000199;SAO PAULO;RIO PEQUENO
355030867000160;SAO PAULO;RIO PEQUENO
355030867000029;SAO PAULO;RIO PEQUENO
355030867000197;SAO PAULO;RIO PEQUENO
355030867000200;SAO PAULO;RIO PEQUENO
355030867000151;SAO PAULO;RIO PEQUENO
355030867000110;SAO PAULO;RIO PEQUENO
355030870000065;SAO PAULO;SANTANA
355030867000098;SAO PAULO;RIO PEQUENO
355030867000099;SAO PAULO;RIO PEQUENO
355030867000263;SAO PAULO;RIO PEQUENO
355030867000262;SAO PAULO;RIO PEQUENO
355030867000250;SAO PAULO;RIO PEQUENO
355030867000249;SAO PAULO;RIO PEQUENO
355030867000268;SAO PAULO;RIO PEQUENO
355030867000097;SAO PAULO;RIO PEQUENO
355030867000248;SAO PAULO;RIO PEQUENO
355030867000208;SAO PAULO;RIO PEQUENO
355030870000064;SAO PAULO;SANTANA
355030867000270;SAO PAULO;RIO PEQUENO
355030867000251;SAO PAULO;RIO PEQUENO
355030867000252;SAO PAULO;RIO PEQUENO
355030867000095;SAO PAULO;RIO PEQUENO
355030867000242;SAO PAULO;RIO PEQUENO
355030867000167;SAO PAULO;RIO PEQUENO
355030867000209;SAO PAULO;RIO PEQUENO
355030867000113;SAO PAULO;RIO PEQUENO
355030867000207;SAO PAULO;RIO PEQUENO
355030867000111;SAO PAULO;RIO PEQUENO
355030870000063;SAO PAULO;SANTANA
355030867000168;SAO PAULO;RIO PEQUENO
355030867000264;SAO PAULO;RIO PEQUENO
355030867000112;SAO PAULO;RIO PEQUENO
355030867000101;SAO PAULO;RIO PEQUENO
355030867000100;SAO PAULO;RIO PEQUENO
355030867000102;SAO PAULO;RIO PEQUENO
353440105000727;OSASCO;OSASCO
353440105000667;OSASCO;OSASCO
353440105000726;OSASCO;OSASCO
353440105000908;OSASCO;OSASCO
355030870000060;SAO PAULO;SANTANA
353440105000728;OSASCO;OSASCO
355030867000114;SAO PAULO;RIO PEQUENO
353440105000665;OSASCO;OSASCO
355030867000237;SAO PAULO;RIO PEQUENO
355030867000093;SAO PAULO;RIO PEQUENO
355030867000238;SAO PAULO;RIO PEQUENO
355030867000236;SAO PAULO;RIO PEQUENO
355030865000099;SAO PAULO;RAPOSO TAVARES
355030865000181;SAO PAULO;RAPOSO TAVARES
355030865000183;SAO PAULO;RAPOSO TAVARES
355030870000029;SAO PAULO;SANTANA
355030865000075;SAO PAULO;RAPOSO TAVARES
355030865000184;SAO PAULO;RAPOSO TAVARES
355030865000005;SAO PAULO;RAPOSO TAVARES
355030865000026;SAO PAULO;RAPOSO TAVARES
355030865000124;SAO PAULO;RAPOSO TAVARES
355030865000123;SAO PAULO;RAPOSO TAVARES
355030865000051;SAO PAULO;RAPOSO TAVARES
355030865000161;SAO PAULO;RAPOSO TAVARES
355030865000162;SAO PAULO;RAPOSO TAVARES
355030865000160;SAO PAULO;RAPOSO TAVARES
355645305000025;VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
355030870000193;SAO PAULO;SANTANA
355030865000074;SAO PAULO;RAPOSO TAVARES
355030865000101;SAO PAULO;RAPOSO TAVARES
355030865000102;SAO PAULO;RAPOSO TAVARES
355030865000002;SAO PAULO;RAPOSO TAVARES
355030865000006;SAO PAULO;RAPOSO TAVARES
353440105000672;OSASCO;OSASCO
353440105000769;OSASCO;OSASCO
353440105000626;OSASCO;OSASCO
353440105000846;OSASCO;OSASCO
355030867000253;SAO PAULO;RIO PEQUENO
355030870000191;SAO PAULO;SANTANA
355030865000009;SAO PAULO;RAPOSO TAVARES
355030865000105;SAO PAULO;RAPOSO TAVARES
355030865000103;SAO PAULO;RAPOSO TAVARES
355030865000104;SAO PAULO;RAPOSO TAVARES
355030867000245;SAO PAULO;RIO PEQUENO
355030867000269;SAO PAULO;RIO PEQUENO
355030867000244;SAO PAULO;RIO PEQUENO
355030865000166;SAO PAULO;RAPOSO TAVARES
355030865000129;SAO PAULO;RAPOSO TAVARES
355030865000127;SAO PAULO;RAPOSO TAVARES
355030870000030;SAO PAULO;SANTANA
355030865000165;SAO PAULO;RAPOSO TAVARES
355030865000164;SAO PAULO;RAPOSO TAVARES
355030865000163;SAO PAULO;RAPOSO TAVARES
355030865000058;SAO PAULO;RAPOSO TAVARES
355030867000239;SAO PAULO;RIO PEQUENO
355030867000241;SAO PAULO;RIO PEQUENO
355030867000205;SAO PAULO;RIO PEQUENO
355030867000204;SAO PAULO;RIO PEQUENO
355030867000034;SAO PAULO;RIO PEQUENO
355030867000165;SAO PAULO;RIO PEQUENO
355030870000009;SAO PAULO;SANTANA
355030867000170;SAO PAULO;RIO PEQUENO
355030867000171;SAO PAULO;RIO PEQUENO
355030867000172;SAO PAULO;RIO PEQUENO
355030867000173;SAO PAULO;RIO PEQUENO
355030867000210;SAO PAULO;RIO PEQUENO
355030867000065;SAO PAULO;RIO PEQUENO
355030867000174;SAO PAULO;RIO PEQUENO
353440105000003;OSASCO;OSASCO
353440105000015;OSASCO;OSASCO
353440105000004;OSASCO;OSASCO
355030821000084;SAO PAULO;CASA VERDE
353440105000039;OSASCO;OSASCO
353440105000038;OSASCO;OSASCO
353440105000017;OSASCO;OSASCO
353440105000018;OSASCO;OSASCO
353440105000020;OSASCO;OSASCO
353440105000019;OSASCO;OSASCO
353440105000006;OSASCO;OSASCO
353440105000016;OSASCO;OSASCO
353440105000041;OSASCO;OSASCO
353440105000078;OSASCO;OSASCO
355030821000057;SAO PAULO;CASA VERDE
353440105000077;OSASCO;OSASCO
353440105000079;OSASCO;OSASCO
353440105000022;OSASCO;OSASCO
353440105000042;OSASCO;OSASCO
353440105000023;OSASCO;OSASCO
353440105000043;OSASCO;OSASCO
353440105000021;OSASCO;OSASCO
353440105000121;OSASCO;OSASCO
353440105000081;OSASCO;OSASCO
353440105000045;OSASCO;OSASCO
355030821000058;SAO PAULO;CASA VERDE
353440105000044;OSASCO;OSASCO
353440105000046;OSASCO;OSASCO
353440105000124;OSASCO;OSASCO
353440105000123;OSASCO;OSASCO
353440105000182;OSASCO;OSASCO
353440105000084;OSASCO;OSASCO
353440105000083;OSASCO;OSASCO
353440105000082;OSASCO;OSASCO
353440105000186;OSASCO;OSASCO
353440105000183;OSASCO;OSASCO
355030821000033;SAO PAULO;CASA VERDE
353440105000127;OSASCO;OSASCO
353440105000125;OSASCO;OSASCO
353440105000126;OSASCO;OSASCO
353440105000185;OSASCO;OSASCO
353440105000184;OSASCO;OSASCO
353440105000253;OSASCO;OSASCO
353440105000129;OSASCO;OSASCO
353440105000190;OSASCO;OSASCO
353440105000128;OSASCO;OSASCO
353440105000258;OSASCO;OSASCO
355030857000044;SAO PAULO;PARQUE DO CARMO
353440105000257;OSASCO;OSASCO
353440105000349;OSASCO;OSASCO
353440105000498;OSASCO;OSASCO
353440105000500;OSASCO;OSASCO
353440105000256;OSASCO;OSASCO
353440105000130;OSASCO;OSASCO
353440105000189;OSASCO;OSASCO
353440105000192;OSASCO;OSASCO
353440105000014;OSASCO;OSASCO
353440105000889;OSASCO;OSASCO
355030857000078;SAO PAULO;PARQUE DO CARMO
353440105000080;OSASCO;OSASCO
353440105000173;OSASCO;OSASCO
353440105000248;OSASCO;OSASCO
353440105000179;OSASCO;OSASCO
353440105000178;OSASCO;OSASCO
353440105000249;OSASCO;OSASCO
353440105000941;OSASCO;OSASCO
355030867000181;SAO PAULO;RIO PEQUENO
355030867000043;SAO PAULO;RIO PEQUENO
355030867000045;SAO PAULO;RIO PEQUENO
355645305000012;VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
355030873000066;SAO PAULO;SAO MATEUS
355030867000182;SAO PAULO;RIO PEQUENO
355030867000216;SAO PAULO;RIO PEQUENO
355030812000020;SAO PAULO;BUTANTA
355030867000076;SAO PAULO;RIO PEQUENO
355030867000078;SAO PAULO;RIO PEQUENO
355030867000220;SAO PAULO;RIO PEQUENO
355030867000221;SAO PAULO;RIO PEQUENO
355030867000153;SAO PAULO;RIO PEQUENO
355030867000015;SAO PAULO;RIO PEQUENO
355030867000079;SAO PAULO;RIO PEQUENO
355030873000103;SAO PAULO;SAO MATEUS
355030867000047;SAO PAULO;RIO PEQUENO
355030867000046;SAO PAULO;RIO PEQUENO
355030867000016;SAO PAULO;RIO PEQUENO
355030867000219;SAO PAULO;RIO PEQUENO
355030867000105;SAO PAULO;RIO PEQUENO
355030867000106;SAO PAULO;RIO PEQUENO
355030867000261;SAO PAULO;RIO PEQUENO
355030867000080;SAO PAULO;RIO PEQUENO
355030867000223;SAO PAULO;RIO PEQUENO
355030867000222;SAO PAULO;RIO PEQUENO
355030873000104;SAO PAULO;SAO MATEUS
355030812000037;SAO PAULO;BUTANTA
355030812000080;SAO PAULO;BUTANTA
355030867000225;SAO PAULO;RIO PEQUENO
355030867000185;SAO PAULO;RIO PEQUENO
355030867000081;SAO PAULO;RIO PEQUENO
355030867000049;SAO PAULO;RIO PEQUENO
355030867000048;SAO PAULO;RIO PEQUENO
355030867000050;SAO PAULO;RIO PEQUENO
355030867000267;SAO PAULO;RIO PEQUENO
355030867000082;SAO PAULO;RIO PEQUENO
355030873000136;SAO PAULO;SAO MATEUS
355030867000224;SAO PAULO;RIO PEQUENO
355030867000189;SAO PAULO;RIO PEQUENO
355030812000036;SAO PAULO;BUTANTA
355030812000035;SAO PAULO;BUTANTA
355030867000159;SAO PAULO;RIO PEQUENO
355030867000126;SAO PAULO;RIO PEQUENO
355030867000128;SAO PAULO;RIO PEQUENO
355030867000028;SAO PAULO;RIO PEQUENO
355030867000127;SAO PAULO;RIO PEQUENO
355030867000053;SAO PAULO;RIO PEQUENO
355030873000206;SAO PAULO;SAO MATEUS
355030867000052;SAO PAULO;RIO PEQUENO
355030867000266;SAO PAULO;RIO PEQUENO
355030867000186;SAO PAULO;RIO PEQUENO
355030812000064;SAO PAULO;BUTANTA
355030867000107;SAO PAULO;RIO PEQUENO
355030812000018;SAO PAULO;BUTANTA
355030812000078;SAO PAULO;BUTANTA
355030812000065;SAO PAULO;BUTANTA
355030894000080;SAO PAULO;VILA SONIA
355030894000220;SAO PAULO;VILA SONIA
355030873000034;SAO PAULO;SAO MATEUS
355030894000079;SAO PAULO;VILA SONIA
355030812000137;SAO PAULO;BUTANTA
355030894000218;SAO PAULO;VILA SONIA
355030894000159;SAO PAULO;VILA SONIA
355030894000078;SAO PAULO;VILA SONIA
355030812000144;SAO PAULO;BUTANTA
355030894000217;SAO PAULO;VILA SONIA
355030812000072;SAO PAULO;BUTANTA
355030894000077;SAO PAULO;VILA SONIA
355030894000219;SAO PAULO;VILA SONIA
355030873000067;SAO PAULO;SAO MATEUS
355030867000027;SAO PAULO;RIO PEQUENO
355030867000056;SAO PAULO;RIO PEQUENO
355030867000058;SAO PAULO;RIO PEQUENO
355030867000086;SAO PAULO;RIO PEQUENO
355030867000057;SAO PAULO;RIO PEQUENO
355030867000108;SAO PAULO;RIO PEQUENO
355030867000109;SAO PAULO;RIO PEQUENO
355030867000229;SAO PAULO;RIO PEQUENO
355030867000087;SAO PAULO;RIO PEQUENO
355030867000026;SAO PAULO;RIO PEQUENO
355030872000050;SAO PAULO;SAO LUCAS
355030894000215;SAO PAULO;VILA SONIA
355030867000158;SAO PAULO;RIO PEQUENO
355030867000025;SAO PAULO;RIO PEQUENO
355030867000024;SAO PAULO;RIO PEQUENO
355030867000123;SAO PAULO;RIO PEQUENO
355030867000122;SAO PAULO;RIO PEQUENO
355030867000005;SAO PAULO;RIO PEQUENO
355030867000004;SAO PAULO;RIO PEQUENO
355030867000006;SAO PAULO;RIO PEQUENO
355030867000117;SAO PAULO;RIO PEQUENO
355030872000029;SAO PAULO;SAO LUCAS
355030867000001;SAO PAULO;RIO PEQUENO
355030867000191;SAO PAULO;RIO PEQUENO
355030867000051;SAO PAULO;RIO PEQUENO
355030867000187;SAO PAULO;RIO PEQUENO
355030867000188;SAO PAULO;RIO PEQUENO
355030867000023;SAO PAULO;RIO PEQUENO
355030867000156;SAO PAULO;RIO PEQUENO
355030867000020;SAO PAULO;RIO PEQUENO
355030867000022;SAO PAULO;RIO PEQUENO
355030867000021;SAO PAULO;RIO PEQUENO
355030872000076;SAO PAULO;SAO LUCAS
355030812000066;SAO PAULO;BUTANTA
355030867000190;SAO PAULO;RIO PEQUENO
355030867000054;SAO PAULO;RIO PEQUENO
355030867000055;SAO PAULO;RIO PEQUENO
355030867000228;SAO PAULO;RIO PEQUENO
355030867000085;SAO PAULO;RIO PEQUENO
355030812000070;SAO PAULO;BUTANTA
355030867000084;SAO PAULO;RIO PEQUENO
355030867000192;SAO PAULO;RIO PEQUENO
355030867000019;SAO PAULO;RIO PEQUENO
355645305000024;VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
355030872000030;SAO PAULO;SAO LUCAS
355030867000193;SAO PAULO;RIO PEQUENO
355030812000124;SAO PAULO;BUTANTA
355030812000051;SAO PAULO;BUTANTA
355030812000123;SAO PAULO;BUTANTA
355030894000075;SAO PAULO;VILA SONIA
355030894000036;SAO PAULO;VILA SONIA
355030812000067;SAO PAULO;BUTANTA
355030812000143;SAO PAULO;BUTANTA
355030894000153;SAO PAULO;VILA SONIA
355030894000154;SAO PAULO;VILA SONIA
355030872000051;SAO PAULO;SAO LUCAS
355030894000155;SAO PAULO;VILA SONIA
355030894000211;SAO PAULO;VILA SONIA
355030894000103;SAO PAULO;VILA SONIA
355030894000207;SAO PAULO;VILA SONIA
355030894000071;SAO PAULO;VILA SONIA
355030894000074;SAO PAULO;VILA SONIA
355030894000073;SAO PAULO;VILA SONIA
355030894000256;SAO PAULO;VILA SONIA
355030894000257;SAO PAULO;VILA SONIA
355030867000195;SAO PAULO;RIO PEQUENO
355030872000120;SAO PAULO;SAO LUCAS
355030867000198;SAO PAULO;RIO PEQUENO
355030894000214;SAO PAULO;VILA SONIA
355030894000261;SAO PAULO;VILA SONIA
355030894000210;SAO PAULO;VILA SONIA
355030894000160;SAO PAULO;VILA SONIA
355030894000076;SAO PAULO;VILA SONIA
355030894000216;SAO PAULO;VILA SONIA
355030812000139;SAO PAULO;BUTANTA
355030812000140;SAO PAULO;BUTANTA
355030812000069;SAO PAULO;BUTANTA
354780905000487;SANTO ANDRE;SANTO ANDRE
355030812000071;SAO PAULO;BUTANTA
355030812000068;SAO PAULO;BUTANTA
355030812000142;SAO PAULO;BUTANTA
355030867000157;SAO PAULO;RIO PEQUENO
355030812000138;SAO PAULO;BUTANTA
355030812000141;SAO PAULO;BUTANTA
355030867000136;SAO PAULO;RIO PEQUENO
355030867000143;SAO PAULO;RIO PEQUENO
355030867000017;SAO PAULO;RIO PEQUENO
355030867000115;SAO PAULO;RIO PEQUENO
355030872000014;SAO PAULO;SAO LUCAS
355030867000018;SAO PAULO;RIO PEQUENO
355030867000155;SAO PAULO;RIO PEQUENO
355030867000116;SAO PAULO;RIO PEQUENO
355030867000124;SAO PAULO;RIO PEQUENO
355030867000119;SAO PAULO;RIO PEQUENO
355030867000118;SAO PAULO;RIO PEQUENO
355030867000125;SAO PAULO;RIO PEQUENO
355030867000148;SAO PAULO;RIO PEQUENO
355030867000142;SAO PAULO;RIO PEQUENO
355030867000154;SAO PAULO;RIO PEQUENO
355030872000013;SAO PAULO;SAO LUCAS
355030867000083;SAO PAULO;RIO PEQUENO
355030867000226;SAO PAULO;RIO PEQUENO
355030867000227;SAO PAULO;RIO PEQUENO
355030867000184;SAO PAULO;RIO PEQUENO
355030867000183;SAO PAULO;RIO PEQUENO
355030867000179;SAO PAULO;RIO PEQUENO
355030867000044;SAO PAULO;RIO PEQUENO
355030867000218;SAO PAULO;RIO PEQUENO
355030812000034;SAO PAULO;BUTANTA
355030812000122;SAO PAULO;BUTANTA
355030872000012;SAO PAULO;SAO LUCAS
355030812000107;SAO PAULO;BUTANTA
355030812000050;SAO PAULO;BUTANTA
355030812000118;SAO PAULO;BUTANTA
355030812000063;SAO PAULO;BUTANTA
355030812000048;SAO PAULO;BUTANTA
355030812000049;SAO PAULO;BUTANTA
355030894000039;SAO PAULO;VILA SONIA
355030812000121;SAO PAULO;BUTANTA
355030812000120;SAO PAULO;BUTANTA
355030812000046;SAO PAULO;BUTANTA
355030872000028;SAO PAULO;SAO LUCAS
355030894000163;SAO PAULO;VILA SONIA
355030894000162;SAO PAULO;VILA SONIA
355030894000227;SAO PAULO;VILA SONIA
355030894000230;SAO PAULO;VILA SONIA
355030894000229;SAO PAULO;VILA SONIA
355030894000228;SAO PAULO;VILA SONIA
355030894000226;SAO PAULO;VILA SONIA
355030894000221;SAO PAULO;VILA SONIA
355030894000222;SAO PAULO;VILA SONIA
355030894000223;SAO PAULO;VILA SONIA
355030872000015;SAO PAULO;SAO LUCAS
355030894000225;SAO PAULO;VILA SONIA
355030894000224;SAO PAULO;VILA SONIA
355030812000136;SAO PAULO;BUTANTA
355030812000119;SAO PAULO;BUTANTA
355030812000146;SAO PAULO;BUTANTA
355030894000233;SAO PAULO;VILA SONIA
355030894000234;SAO PAULO;VILA SONIA
355030894000236;SAO PAULO;VILA SONIA
355030812000103;SAO PAULO;BUTANTA
355030812000116;SAO PAULO;BUTANTA
355030872000031;SAO PAULO;SAO LUCAS
355030812000086;SAO PAULO;BUTANTA
355030812000089;SAO PAULO;BUTANTA
355030812000010;SAO PAULO;BUTANTA
355030867000260;SAO PAULO;RIO PEQUENO
355030867000258;SAO PAULO;RIO PEQUENO
355030867000257;SAO PAULO;RIO PEQUENO
355030867000259;SAO PAULO;RIO PEQUENO
355030867000217;SAO PAULO;RIO PEQUENO
355030812000074;SAO PAULO;BUTANTA
355030812000073;SAO PAULO;BUTANTA
355645305000023;VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
355030872000032;SAO PAULO;SAO LUCAS
355030812000077;SAO PAULO;BUTANTA
355030812000091;SAO PAULO;BUTANTA
355030841000050;SAO PAULO;JAGUARE
355030841000077;SAO PAULO;JAGUARE
355030841000051;SAO PAULO;JAGUARE
355030841000080;SAO PAULO;JAGUARE
355030841000079;SAO PAULO;JAGUARE
355030841000004;SAO PAULO;JAGUARE
355030841000021;SAO PAULO;JAGUARE
355030841000022;SAO PAULO;JAGUARE
355030822000051;SAO PAULO;CIDADE ADEMAR
355030841000073;SAO PAULO;JAGUARE
355030841000020;SAO PAULO;JAGUARE
355030841000049;SAO PAULO;JAGUARE
355030841000024;SAO PAULO;JAGUARE
355030841000023;SAO PAULO;JAGUARE
355030841000091;SAO PAULO;JAGUARE
355030841000076;SAO PAULO;JAGUARE
355030841000019;SAO PAULO;JAGUARE
355030841000074;SAO PAULO;JAGUARE
355030841000075;SAO PAULO;JAGUARE
355030822000055;SAO PAULO;CIDADE ADEMAR
355030841000031;SAO PAULO;JAGUARE
355030841000072;SAO PAULO;JAGUARE
355030841000010;SAO PAULO;JAGUARE
355030841000015;SAO PAULO;JAGUARE
355030841000007;SAO PAULO;JAGUARE
355030841000067;SAO PAULO;JAGUARE
355030841000068;SAO PAULO;JAGUARE
355030841000016;SAO PAULO;JAGUARE
355030841000014;SAO PAULO;JAGUARE
355030841000012;SAO PAULO;JAGUARE
355030822000052;SAO PAULO;CIDADE ADEMAR
355030841000009;SAO PAULO;JAGUARE
355030841000063;SAO PAULO;JAGUARE
355030841000066;SAO PAULO;JAGUARE
355030841000043;SAO PAULO;JAGUARE
355030841000082;SAO PAULO;JAGUARE
355030841000081;SAO PAULO;JAGUARE
355030841000100;SAO PAULO;JAGUARE
355030841000046;SAO PAULO;JAGUARE
355030841000102;SAO PAULO;JAGUARE
355030841000101;SAO PAULO;JAGUARE
355030822000026;SAO PAULO;CIDADE ADEMAR
355030841000044;SAO PAULO;JAGUARE
355030841000098;SAO PAULO;JAGUARE
355030841000099;SAO PAULO;JAGUARE
355030841000084;SAO PAULO;JAGUARE
355030841000085;SAO PAULO;JAGUARE
355030867000211;SAO PAULO;RIO PEQUENO
355030841000042;SAO PAULO;JAGUARE
355030841000041;SAO PAULO;JAGUARE
355030841000090;SAO PAULO;JAGUARE
355030841000096;SAO PAULO;JAGUARE
355030822000025;SAO PAULO;CIDADE ADEMAR
355030841000040;SAO PAULO;JAGUARE
355030867000071;SAO PAULO;RIO PEQUENO
355030867000213;SAO PAULO;RIO PEQUENO
355030867000214;SAO PAULO;RIO PEQUENO
355030841000104;SAO PAULO;JAGUARE
355030867000104;SAO PAULO;RIO PEQUENO
355030867000256;SAO PAULO;RIO PEQUENO
355030867000068;SAO PAULO;RIO PEQUENO
355030841000047;SAO PAULO;JAGUARE
355030867000255;SAO PAULO;RIO PEQUENO
355030822000007;SAO PAULO;CIDADE ADEMAR
355030841000103;SAO PAULO;JAGUARE
355030841000032;SAO PAULO;JAGUARE
355030841000105;SAO PAULO;JAGUARE
355030841000095;SAO PAULO;JAGUARE
355030841000037;SAO PAULO;JAGUARE
355030841000036;SAO PAULO;JAGUARE
355030841000039;SAO PAULO;JAGUARE
355030867000176;SAO PAULO;RIO PEQUENO
355030867000177;SAO PAULO;RIO PEQUENO
355030867000175;SAO PAULO;RIO PEQUENO
355030822000336;SAO PAULO;CIDADE ADEMAR
355030841000093;SAO PAULO;JAGUARE
355030841000029;SAO PAULO;JAGUARE
355030841000018;SAO PAULO;JAGUARE
355030841000070;SAO PAULO;JAGUARE
355030841000069;SAO PAULO;JAGUARE
355030841000086;SAO PAULO;JAGUARE
355030841000071;SAO PAULO;JAGUARE
355030841000055;SAO PAULO;JAGUARE
355030841000003;SAO PAULO;JAGUARE
355030841000054;SAO PAULO;JAGUARE
355030822000056;SAO PAULO;CIDADE ADEMAR
355030841000052;SAO PAULO;JAGUARE
355030841000053;SAO PAULO;JAGUARE
355030888000070;SAO PAULO;VILA LEOPOLDINA
355030841000011;SAO PAULO;JAGUARE
355030841000013;SAO PAULO;JAGUARE
355030841000064;SAO PAULO;JAGUARE
355030841000065;SAO PAULO;JAGUARE
355030841000061;SAO PAULO;JAGUARE
355030888000017;SAO PAULO;VILA LEOPOLDINA
355030888000050;SAO PAULO;VILA LEOPOLDINA
355030822000102;SAO PAULO;CIDADE ADEMAR
355030888000064;SAO PAULO;VILA LEOPOLDINA
355030888000044;SAO PAULO;VILA LEOPOLDINA
355030888000043;SAO PAULO;VILA LEOPOLDINA
353440105000715;OSASCO;OSASCO
353440105000717;OSASCO;OSASCO
353440105000871;OSASCO;OSASCO
353440105000552;OSASCO;OSASCO
353440105000609;OSASCO;OSASCO
353440105000654;OSASCO;OSASCO
353440105000867;OSASCO;OSASCO
355645305000022;VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
355030822000064;SAO PAULO;CIDADE ADEMAR
353440105000481;OSASCO;OSASCO
353440105000482;OSASCO;OSASCO
353440105000483;OSASCO;OSASCO
353440105000720;OSASCO;OSASCO
353440105000657;OSASCO;OSASCO
355030895000067;SAO PAULO;SAO DOMINGOS
355030895000068;SAO PAULO;SAO DOMINGOS
355030842000098;SAO PAULO;JARAGUA
353440105000607;OSASCO;OSASCO
353440105000652;OSASCO;OSASCO
355030822000371;SAO PAULO;CIDADE ADEMAR
353440105000653;OSASCO;OSASCO
353440105000612;OSASCO;OSASCO
353440105000613;OSASCO;OSASCO
353440105000391;OSASCO;OSASCO
353440105000388;OSASCO;OSASCO
353440105000610;OSASCO;OSASCO
353440105000658;OSASCO;OSASCO
353440105000660;OSASCO;OSASCO
353440105000662;OSASCO;OSASCO
353440105000721;OSASCO;OSASCO
355030822000065;SAO PAULO;CIDADE ADEMAR
355030895000107;SAO PAULO;SAO DOMINGOS
355030895000106;SAO PAULO;SAO DOMINGOS
355030895000061;SAO PAULO;SAO DOMINGOS
355030895000060;SAO PAULO;SAO DOMINGOS
355030895000063;SAO PAULO;SAO DOMINGOS
355030895000062;SAO PAULO;SAO DOMINGOS
355030895000109;SAO PAULO;SAO DOMINGOS
355030895000069;SAO PAULO;SAO DOMINGOS
355030895000122;SAO PAULO;SAO DOMINGOS
355030895000070;SAO PAULO;SAO DOMINGOS
355030822000066;SAO PAULO;CIDADE ADEMAR
355030895000113;SAO PAULO;SAO DOMINGOS
355030895000076;SAO PAULO;SAO DOMINGOS
355030895000081;SAO PAULO;SAO DOMINGOS
353440105000551;OSASCO;OSASCO
353440105000480;OSASCO;OSASCO
353440105000478;OSASCO;OSASCO
353440105000479;OSASCO;OSASCO
353440105000840;OSASCO;OSASCO
353440105000390;OSASCO;OSASCO
353440105000387;OSASCO;OSASCO
355030822000062;SAO PAULO;CIDADE ADEMAR
353440105000659;OSASCO;OSASCO
353440105000614;OSASCO;OSASCO
353440105000844;OSASCO;OSASCO
353440105000557;OSASCO;OSASCO
353440105000661;OSASCO;OSASCO
353440105000872;OSASCO;OSASCO
353440105000723;OSASCO;OSASCO
353440105000664;OSASCO;OSASCO
353440105000722;OSASCO;OSASCO
353440105000615;OSASCO;OSASCO
355030816000047;SAO PAULO;CAMPO GRANDE
355030895000059;SAO PAULO;SAO DOMINGOS
355030895000071;SAO PAULO;SAO DOMINGOS
355030895000072;SAO PAULO;SAO DOMINGOS
353440105000165;OSASCO;OSASCO
353440105000619;OSASCO;OSASCO
353440105000845;OSASCO;OSASCO
353440105000928;OSASCO;OSASCO
355030895000110;SAO PAULO;SAO DOMINGOS
355030895000056;SAO PAULO;SAO DOMINGOS
355030895000012;SAO PAULO;SAO DOMINGOS
